latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-37.299,149.374,313.5,1.1,1.1,2020-01-13,1500,A,67,6.0NRT,289.4,14.2,N
-37.304,149.4,319.3,1.1,1.1,2020-01-13,1500,A,98,6.0NRT,290.3,20.3,N
-37.321,149.5,317.5,1.1,1.1,2020-01-13,1500,A,35,6.0NRT,290.2,15.7,N
-37.387,149.898,312.5,1.1,1,2020-01-13,1500,A,26,6.0NRT,288.8,11.4,N
-36.844,146.807,303.2,1.5,1.2,2020-01-13,1500,A,42,6.0NRT,289.3,10.4,N
-37.269,149.14,311.5,1.2,1.1,2020-01-13,1500,A,38,6.0NRT,288.5,12.9,N
-37.309,149.371,310.9,1.1,1.1,2020-01-13,1500,A,21,6.0NRT,289.3,10.5,N
-37.311,149.384,313.4,1.1,1.1,2020-01-13,1500,A,28,6.0NRT,289.6,12.3,N
-37.313,149.397,324.4,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,291.1,25.1,N
-37.315,149.41,319.2,1.1,1.1,2020-01-13,1500,A,47,6.0NRT,290.5,18,N
-37.33,149.498,324.1,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,291.2,24.8,N
-37.372,149.747,301,1.1,1,2020-01-13,1500,A,13,6.0NRT,289.9,4.6,N
-37.395,149.883,325.1,1.1,1,2020-01-13,1500,A,94,6.0NRT,289.4,24.8,N
-37.274,149.112,332.4,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,290,40,N
-37.276,149.125,323.8,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,290.7,26.9,N
-37.314,149.344,315.3,1.1,1.1,2020-01-13,1500,A,15,6.0NRT,289.7,14.2,N
-37.327,149.419,329.8,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,292.1,33.4,N
-37.335,149.47,317.6,1.1,1.1,2020-01-13,1500,A,95,6.0NRT,290,17.6,N
-37.379,149.732,317.4,1.1,1,2020-01-13,1500,A,95,6.0NRT,290.6,17.2,N
-37.381,149.744,332.4,1.1,1,2020-01-13,1500,A,100,6.0NRT,292.1,35.9,N
-37.383,149.757,324.7,1.1,1,2020-01-13,1500,A,100,6.0NRT,292.2,24.6,N
-37.386,149.769,312.9,1.1,1,2020-01-13,1500,A,86,6.0NRT,290.1,13,N
-37.4,149.856,303.4,1.1,1,2020-01-13,1500,A,39,6.0NRT,288.1,6.3,N
-37.276,149.106,320.5,1.2,1.1,2020-01-13,1500,A,33,6.0NRT,288.4,21.8,N
-37.278,149.119,322.2,1.2,1.1,2020-01-13,1500,A,68,6.0NRT,290.9,24.4,N
-37.314,149.325,303.7,1.1,1.1,2020-01-13,1500,A,33,6.0NRT,288.1,7.6,N
-37.317,149.338,317.2,1.1,1.1,2020-01-13,1500,A,95,6.0NRT,289.8,19.2,N
-37.319,149.35,317,1.1,1.1,2020-01-13,1500,A,94,6.0NRT,289.8,18.6,N
-37.33,149.413,324.4,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,291,27.9,N
-37.332,149.426,310,1.1,1.1,2020-01-13,1500,A,79,6.0NRT,290.5,11.7,N
-37.339,149.464,317.2,1.1,1.1,2020-01-13,1500,A,95,6.0NRT,289.9,17.2,N
-37.385,149.738,321.1,1.1,1,2020-01-13,1500,A,100,6.0NRT,291.2,21.3,N
-37.388,149.75,337,1.1,1,2020-01-13,1500,A,100,6.0NRT,293.4,42.9,N
-37.39,149.763,337,1.1,1,2020-01-13,1500,A,100,6.0NRT,293.8,44.2,N
-37.392,149.775,310.1,1.1,1,2020-01-13,1500,A,79,6.0NRT,290.2,10.9,N
-37.324,149.323,312.3,1.1,1.1,2020-01-13,1500,A,65,6.0NRT,288.5,14,N
-37.326,149.336,321.4,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,289.6,23.9,N
-37.328,149.348,302.8,1.1,1.1,2020-01-13,1500,A,25,6.0NRT,288.5,6.9,N
-37.348,149.462,323,1.1,1.1,2020-01-13,1500,A,97,6.0NRT,290.4,23.4,N
-37.397,149.748,322.8,1.1,1,2020-01-13,1500,A,65,6.0NRT,290.8,21.3,N
-37.399,149.76,324.3,1.1,1,2020-01-13,1500,A,100,6.0NRT,291.4,24.6,N
-37.298,149.115,325.9,1.2,1.1,2020-01-13,1500,A,50,6.0NRT,289.9,27.5,N
-37.331,149.308,312,1.1,1.1,2020-01-13,1500,A,29,6.0NRT,288.3,13,N
-37.334,149.32,312,1.1,1.1,2020-01-13,1500,A,13,6.0NRT,288.7,12.7,N
-37.406,149.745,324.8,1.1,1,2020-01-13,1500,A,77,6.0NRT,291.2,22.4,N
-37.408,149.758,318.2,1.1,1,2020-01-13,1500,A,46,6.0NRT,291.5,16.7,N
-37.296,149.047,317.3,1.2,1.1,2020-01-13,1500,A,95,6.0NRT,288.1,20,N
-37.341,149.305,318.6,1.1,1.1,2020-01-13,1500,A,90,6.0NRT,288.7,20.1,N
-37.365,149.443,308.6,1.1,1.1,2020-01-13,1500,A,29,6.0NRT,289.8,9.7,N
-37.411,149.718,328.4,1.1,1,2020-01-13,1500,A,91,6.0NRT,291.5,28.5,N
-37.308,149.057,326.2,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,289.5,31,N
-37.348,149.289,314.6,1.1,1.1,2020-01-13,1500,A,89,6.0NRT,288.7,16.3,N
-37.35,149.302,309.9,1.1,1.1,2020-01-13,1500,A,68,6.0NRT,288,12.1,N
-37.372,149.428,316.3,1.1,1.1,2020-01-13,1500,A,42,6.0NRT,290,16.1,N
-37.419,149.703,318.9,1.1,1,2020-01-13,1500,A,52,6.0NRT,290.2,17.5,N
-37.421,149.715,339.4,1.1,1,2020-01-13,1500,A,100,6.0NRT,293.5,45.7,N
-37.317,149.054,314.3,1.2,1.1,2020-01-13,1500,A,46,6.0NRT,289.2,14.9,N
-37.32,149.067,317.5,1.2,1.1,2020-01-13,1500,A,45,6.0NRT,289.2,17.9,N
-37.379,149.414,326.6,1.1,1.1,2020-01-13,1500,A,99,6.0NRT,289.8,28.4,N
-37.449,149.824,331,1.1,1,2020-01-13,1500,A,100,6.0NRT,291.5,33.8,N
-37.451,149.837,322,1.1,1,2020-01-13,1500,A,100,6.0NRT,290.9,21.9,N
-37.318,149,303.9,1.2,1.1,2020-01-13,1500,A,56,6.0NRT,288,8.2,N
-37.387,149.399,322.2,1.1,1.1,2020-01-13,1500,A,80,6.0NRT,289.6,23,N
-37.442,149.723,318.7,1.1,1,2020-01-13,1500,A,75,6.0NRT,291.1,17.4,N
-37.444,149.735,321.3,1.1,1,2020-01-13,1500,A,100,6.0NRT,291.3,20.6,N
-37.456,149.809,309.3,1.1,1,2020-01-13,1500,A,40,6.0NRT,290.5,9.4,N
-37.458,149.822,324.8,1.1,1,2020-01-13,1500,A,100,6.0NRT,291.6,25,N
-37.46,149.834,312.7,1.1,1,2020-01-13,1500,A,34,6.0NRT,290.5,11.8,N
-37.328,148.997,320.9,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,288.8,24.4,N
-37.33,149.01,302.8,1.2,1.1,2020-01-13,1500,A,33,6.0NRT,288.6,6.6,N
-37.334,149.036,321.2,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,290.1,22.4,N
-37.337,149.048,329.8,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,291.5,34.9,N
-37.372,149.257,312.1,1.1,1.1,2020-01-13,1500,A,21,6.0NRT,288,12.6,N
-37.394,149.383,316.3,1.1,1.1,2020-01-13,1500,A,30,6.0NRT,288.5,15.9,N
-37.396,149.396,322.8,1.1,1.1,2020-01-13,1500,A,83,6.0NRT,289.7,23.5,N
-37.468,149.819,313.8,1.1,1,2020-01-13,1500,A,62,6.0NRT,290.8,13,N
-37.344,149.032,323.9,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,290.7,26.1,N
-37.348,149.059,319.6,1.2,1.1,2020-01-13,1500,A,81,6.0NRT,290.4,19.9,N
-37.364,149.15,303.3,1.2,1.1,2020-01-13,1500,A,29,6.0NRT,289.4,6.9,N
-37.399,149.355,309.8,1.1,1.1,2020-01-13,1500,A,21,6.0NRT,287.9,10.6,N
-37.401,149.368,321.1,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,289.9,22.2,N
-37.477,149.817,306.3,1.1,1,2020-01-13,1500,A,27,6.0NRT,290,7.4,N
-37.192,148.112,300.3,1.3,1.1,2020-01-13,1500,A,5,6.0NRT,286.3,6.7,N
-37.194,148.126,304.1,1.3,1.1,2020-01-13,1500,A,39,6.0NRT,287.2,9.8,N
-37.374,149.147,306.3,1.2,1.1,2020-01-13,1500,A,62,6.0NRT,289.1,9.3,N
-37.407,149.34,321.2,1.1,1.1,2020-01-13,1500,A,45,6.0NRT,288.8,21.5,N
-37.459,149.654,302,1.1,1,2020-01-13,1500,A,46,6.0NRT,289.5,5.7,N
-37.19,148.12,303.6,1.3,1.1,2020-01-13,1500,A,38,6.0NRT,286.8,9.4,N
-37.36,149.062,307.2,1.2,1.1,2020-01-13,1500,A,71,6.0NRT,289.8,10.3,N
-37.385,149.204,306.4,1.1,1.1,2020-01-13,1500,A,68,6.0NRT,290,9.5,N
-37.388,149.217,308,1.1,1.1,2020-01-13,1500,A,73,6.0NRT,290.5,10.7,N
-37.41,149.345,320.8,1.1,1.1,2020-01-13,1500,A,96,6.0NRT,289.5,21.4,N
-37.47,149.695,309.8,1.1,1,2020-01-13,1500,A,78,6.0NRT,290.4,10.7,N
-37.395,149.201,310.9,1.1,1.1,2020-01-13,1500,A,40,6.0NRT,289.9,12.1,N
-37.397,149.215,319,1.1,1.1,2020-01-13,1500,A,79,6.0NRT,291.2,20,N
-37.4,149.228,316.5,1.1,1.1,2020-01-13,1500,A,41,6.0NRT,290.7,16.5,N
-37.402,149.242,367.1,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,294,130.8,N
-37.417,149.331,322.5,1.1,1.1,2020-01-13,1500,A,95,6.0NRT,289,23.2,N
-36.917,146.587,301.9,1.6,1.2,2020-01-13,1500,A,44,6.0NRT,288.9,10.2,N
-37.407,149.212,321.9,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,291.3,22.8,N
-37.409,149.225,317.7,1.1,1.1,2020-01-13,1500,A,52,6.0NRT,291.9,16.8,N
-37.411,149.239,372.3,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,297.6,150.4,N
-37.414,149.252,336.4,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,290.5,45.6,N
-37.423,149.303,312.8,1.1,1.1,2020-01-13,1500,A,32,6.0NRT,289.1,13.1,N
-37.425,149.315,317.4,1.1,1.1,2020-01-13,1500,A,39,6.0NRT,290.2,16.8,N
-37.427,149.328,335.7,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,291.5,42.5,N
-37.429,149.34,321.8,1.1,1.1,2020-01-13,1500,A,63,6.0NRT,290.4,21.9,N
-37.366,148.923,311.4,1.2,1.1,2020-01-13,1500,A,82,6.0NRT,290.2,13.9,N
-37.416,149.209,331.8,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,291.4,37.4,N
-37.419,149.222,333.2,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,292.2,38.6,N
-37.421,149.236,320.4,1.1,1.1,2020-01-13,1500,A,79,6.0NRT,290.4,20.4,N
-37.427,149.274,303.3,1.1,1.1,2020-01-13,1500,A,9,6.0NRT,288,5.9,N
-37.43,149.287,326.8,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,290.2,29.8,N
-37.432,149.3,317.8,1.1,1.1,2020-01-13,1500,A,66,6.0NRT,290.4,17.6,N
-36.95,146.633,310.8,1.6,1.2,2020-01-13,1500,A,42,6.0NRT,289.6,18.6,N
-37.426,149.206,320,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,290.6,21,N
-37.428,149.219,316.1,1.1,1.1,2020-01-13,1500,A,85,6.0NRT,290.7,15.9,N
-37.437,149.271,323.5,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,290.3,25.1,N
-37.439,149.284,310.4,1.1,1.1,2020-01-13,1500,A,53,6.0NRT,290.3,11,N
-36.957,146.612,304.9,1.6,1.2,2020-01-13,1500,A,45,6.0NRT,288.8,12.9,N
-36.961,146.629,308.7,1.6,1.2,2020-01-13,1500,A,45,6.0NRT,289.3,16.4,N
-37.435,149.204,302,1.1,1.1,2020-01-13,1500,A,45,6.0NRT,288.8,5.7,N
-37.438,149.217,303.6,1.1,1.1,2020-01-13,1500,A,40,6.0NRT,289.7,6.2,N
-37.44,149.23,310.2,1.1,1.1,2020-01-13,1500,A,68,6.0NRT,289.8,10.5,N
-37.442,149.244,320.6,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,290.5,20.5,N
-37.444,149.257,314.1,1.1,1.1,2020-01-13,1500,A,89,6.0NRT,290,13.7,N
-37.447,149.269,312,1.1,1.1,2020-01-13,1500,A,70,6.0NRT,290.4,12.3,N
-37.393,148.901,306.6,1.2,1.1,2020-01-13,1500,A,69,6.0NRT,288.7,9.7,N
-37.452,149.241,318.2,1.1,1.1,2020-01-13,1500,A,96,6.0NRT,290.3,17.5,N
-37.454,149.253,330.7,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,291.6,34.9,N
-37.147,147.428,308.6,1.4,1.2,2020-01-13,1500,A,75,6.0NRT,285.7,18.1,N
-37.266,147.911,300,1.3,1.1,2020-01-13,1500,A,13,6.0NRT,288.3,7.6,N
-37.392,148.485,300.2,1.2,1.1,2020-01-13,1500,A,21,6.0NRT,287.7,6.5,N
-37.53,149.213,312.7,1.1,1.1,2020-01-13,1500,A,86,6.0NRT,290.7,14.7,N
-37.359,148.126,314,1.3,1.1,2020-01-13,1500,A,88,6.0NRT,288.2,20.4,N
-37.374,148.151,314.8,1.3,1.1,2020-01-13,1500,A,90,6.0NRT,287.5,20.9,N
-37.586,149.305,312.8,1.1,1.1,2020-01-13,1500,A,55,6.0NRT,290,13.2,N
-37.587,149.298,308.7,1.1,1.1,2020-01-13,1500,A,34,6.0NRT,290.5,10.3,N
-37.589,149.311,304.1,1.1,1.1,2020-01-13,1500,A,37,6.0NRT,289.2,7.3,N
-37.457,148.503,307.9,1.2,1.1,2020-01-13,1500,A,7,6.0NRT,289.7,10.2,N
-37.461,148.531,316.4,1.2,1.1,2020-01-13,1500,A,32,6.0NRT,290,17.3,N
-37.592,149.27,312.1,1.1,1.1,2020-01-13,1500,A,40,6.0NRT,290.6,12.7,N
-37.6,149.254,310.4,1.1,1.1,2020-01-13,1500,A,80,6.0NRT,290.5,12.3,N
-37.332,147.711,307.1,1.3,1.1,2020-01-13,1500,A,67,6.0NRT,287.6,12.3,N
-37.334,147.665,304.9,1.3,1.2,2020-01-13,1500,A,44,6.0NRT,287.3,11.1,N
-37.342,147.647,300.5,1.4,1.2,2020-01-13,1500,A,19,6.0NRT,286,7.8,N
-37.344,147.662,305.4,1.3,1.2,2020-01-13,1500,A,61,6.0NRT,287.3,11.8,N
-37.628,149.246,304.8,1.1,1.1,2020-01-13,1500,A,62,6.0NRT,288.7,8.6,N
-37.25,147.044,308.7,1.5,1.2,2020-01-13,1500,A,75,6.0NRT,288,18.1,N
-37.253,147.059,306.1,1.5,1.2,2020-01-13,1500,A,67,6.0NRT,288.1,15.2,N
-37.468,148.102,305.9,1.3,1.1,2020-01-13,1500,A,28,6.0NRT,289.5,10.1,N
-37.666,149.236,315.2,1.1,1.1,2020-01-13,1500,A,91,6.0NRT,289.3,17,N
-37.476,148.095,317,1.3,1.1,2020-01-13,1500,A,53,6.0NRT,290.6,20.7,N
-37.598,148.715,303.2,1.2,1.1,2020-01-13,1500,A,45,6.0NRT,289.3,7.2,N
-37.601,148.728,304.1,1.2,1.1,2020-01-13,1500,A,29,6.0NRT,289.2,7.5,N
-37.605,148.755,302.7,1.2,1.1,2020-01-13,1500,A,15,6.0NRT,288.6,6.7,N
-37.64,148.953,304,1.2,1.1,2020-01-13,1500,A,55,6.0NRT,288.3,7.4,N
-37.643,148.966,319.5,1.2,1.1,2020-01-13,1500,A,99,6.0NRT,290.6,22.2,N
-37.695,149.263,309.7,1.1,1.1,2020-01-13,1500,A,30,6.0NRT,289.8,10.4,N
-37.652,148.963,318.1,1.2,1.1,2020-01-13,1500,A,86,6.0NRT,290.3,19.2,N
-37.657,148.989,325.8,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,291.2,28.8,N
-37.659,149.002,309.6,1.2,1.1,2020-01-13,1500,A,19,6.0NRT,289.7,10.9,N
-37.393,147.48,300.7,1.4,1.2,2020-01-13,1500,A,26,6.0NRT,288,7.6,N
-37.696,149.155,305.1,1.1,1.1,2020-01-13,1500,A,36,6.0NRT,290.1,7.4,N
-37.705,149.153,310.7,1.1,1.1,2020-01-13,1500,A,23,6.0NRT,290.6,10.7,N
-37.683,148.968,330.6,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,289.5,36.1,N
-37.686,148.981,326.2,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,290.2,29,N
-37.679,148.886,336.3,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,291.4,46.8,N
-37.722,149.134,305.8,1.1,1.1,2020-01-13,1500,A,13,6.0NRT,290.3,7.2,N
-37.731,149.186,339.5,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,293.7,48.3,N
-37.733,149.199,343.5,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,294.5,55.8,N
-37.678,148.818,307.8,1.2,1.1,2020-01-13,1500,A,48,6.0NRT,288.7,10.6,N
-37.68,148.831,325.6,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,289.7,30.2,N
-37.682,148.844,320,1.2,1.1,2020-01-13,1500,A,79,6.0NRT,289.9,20.9,N
-37.725,149.093,322.5,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,292.3,24.2,N
-37.727,149.106,355.7,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,297.5,90.2,N
-37.73,149.119,389.5,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,303.3,239.3,N
-37.738,149.171,336.6,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,292.3,43.1,N
-37.741,149.184,340.3,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,294,49,N
-37.694,148.855,331.8,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,289.9,38.9,N
-37.728,149.051,307.4,1.2,1.1,2020-01-13,1500,A,49,6.0NRT,290.8,9.4,N
-37.73,149.064,309.5,1.2,1.1,2020-01-13,1500,A,52,6.0NRT,291.7,10.6,N
-37.732,149.077,319.7,1.1,1.1,2020-01-13,1500,A,43,6.0NRT,293.1,19.5,N
-37.735,149.09,336.3,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,296,43.8,N
-37.737,149.103,370.7,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,303.8,143.6,N
-37.694,148.848,324.2,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,289.9,29.5,N
-37.696,148.861,315.4,1.2,1.1,2020-01-13,1500,A,91,6.0NRT,288.7,18.8,N
-37.715,148.966,306.1,1.2,1.1,2020-01-13,1500,A,12,6.0NRT,289.6,8.4,N
-37.728,149.044,308.2,1.2,1.1,2020-01-13,1500,A,61,6.0NRT,290.4,10.5,N
-37.731,149.057,313.3,1.2,1.1,2020-01-13,1500,A,86,6.0NRT,291.8,14.9,N
-37.733,149.07,315.7,1.1,1.1,2020-01-13,1500,A,52,6.0NRT,292.3,16,N
-37.735,149.083,327.5,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,294.6,31.1,N
-37.738,149.096,344.4,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,299.1,0,N
-37.738,149.042,337.1,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,295.9,47.3,N
-37.74,149.055,328.7,1.2,1.1,2020-01-13,1500,A,97,6.0NRT,295.2,32.4,N
-37.743,149.068,339.6,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,296.4,52,N
-37.745,149.081,347.3,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,298.7,69.6,N
-37.747,149.094,374.9,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,304,163.4,N
-37.748,149.039,335.1,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,294.8,43.7,N
-37.75,149.052,345.3,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,298.3,64.2,N
-37.752,149.065,354.1,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,299.6,86.5,N
-37.754,149.078,350.8,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,297.4,77.8,N
-37.757,149.091,351.2,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,296.6,0,N
-37.757,149.036,340.1,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,295.2,51.7,N
-37.759,149.049,341.8,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,297.2,56.6,N
-37.762,149.062,329.3,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,294.4,33.6,N
-37.491,147.509,317.6,1.4,1.2,2020-01-13,1500,A,95,6.0NRT,290.7,24.4,N
-37.494,147.525,312.4,1.4,1.2,2020-01-13,1500,A,65,6.0NRT,290.2,17.2,N
-37.69,148.596,306.1,1.2,1.1,2020-01-13,1500,A,65,6.0NRT,288.9,9.8,N
-37.767,149.034,347.5,1.2,1.1,2020-01-13,1500,A,100,6.0NRT,295.9,69.9,N
-37.769,149.047,325.8,1.2,1.1,2020-01-13,1500,A,95,6.0NRT,293.6,0,N
-37.498,147.49,306.2,1.4,1.2,2020-01-13,1500,A,40,6.0NRT,289.7,11.4,N
-37.501,147.505,310.5,1.4,1.2,2020-01-13,1500,A,80,6.0NRT,290.4,15.8,N
-37.504,147.521,324.1,1.4,1.2,2020-01-13,1500,A,100,6.0NRT,291.6,34.4,N
-37.761,148.885,307,1.2,1.1,2020-01-13,1500,A,13,6.0NRT,289.8,9.5,N
-37.532,147.495,315.6,1.4,1.2,2020-01-13,1500,A,63,6.0NRT,289.9,21,N
-37.545,147.508,323.2,1.4,1.2,2020-01-13,1500,A,100,6.0NRT,291.6,32.3,N
-37.54,147.504,318.6,1.4,1.2,2020-01-13,1500,A,55,6.0NRT,290.9,24.8,N
-37.551,147.501,329.5,1.4,1.2,2020-01-13,1500,A,100,6.0NRT,291.8,43.5,N
-37.561,147.497,320.6,1.4,1.2,2020-01-13,1500,A,26,6.0NRT,290.4,27.1,N
-37.571,147.494,315.1,1.4,1.2,2020-01-13,1500,A,31,6.0NRT,288.8,20.1,N
-37.581,147.491,306.9,1.4,1.2,2020-01-13,1500,A,56,6.0NRT,287.9,12.7,N
-37.584,147.506,306.9,1.4,1.2,2020-01-13,1500,A,58,6.0NRT,288.7,12.6,N
-41.57,147.774,300.9,1.1,1.1,2020-01-13,1500,A,35,6.0NRT,283.7,7.7,N
-41.6,147.815,311.5,1.1,1.1,2020-01-13,1500,A,66,6.0NRT,285.5,14.8,N
-41.607,147.798,302.2,1.1,1.1,2020-01-13,1500,A,22,6.0NRT,284.5,8,N
-41.609,147.812,335.2,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,287.7,45.5,N
-41.612,147.825,336.6,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,290.4,47.2,N
-41.614,147.838,315.5,1.1,1.1,2020-01-13,1500,A,22,6.0NRT,287.8,17.3,N
-41.616,147.852,314.3,1.1,1.1,2020-01-13,1500,A,69,6.0NRT,286.7,17,N
-41.619,147.865,303.5,1.1,1.1,2020-01-13,1500,A,45,6.0NRT,284.9,8.9,N
-41.619,147.809,312.8,1.1,1.1,2020-01-13,1500,A,69,6.0NRT,285.6,15.6,N
-41.621,147.822,315.6,1.1,1.1,2020-01-13,1500,A,63,6.0NRT,287.1,17.8,N
-41.623,147.835,327.8,1.1,1.1,2020-01-13,1500,A,92,6.0NRT,288.2,32,N
-41.626,147.848,321.2,1.1,1.1,2020-01-13,1500,A,100,6.0NRT,287.5,24.4,N
-41.628,147.862,308.5,1.1,1.1,2020-01-13,1500,A,75,6.0NRT,285.9,12.6,N
-30.077,150.103,304,1.3,1.1,2020-01-13,1455,A,14,6.0NRT,291.5,7.8,N
-30.108,150.038,324.4,1.4,1.2,2020-01-13,1455,A,80,6.0NRT,293,30.5,N
-30.112,150.031,315.3,1.4,1.2,2020-01-13,1455,A,32,6.0NRT,291.8,17.2,N
-30.537,150.853,301,1.2,1.1,2020-01-13,1455,A,36,6.0NRT,289.2,6.3,N
-30.537,150.848,301.5,1.2,1.1,2020-01-13,1455,A,42,6.0NRT,289,6.7,N
-10.636,-37.124,329.2,2.9,1.6,2020-01-13,1535,A,73,6.0NRT,298.1,81.7,D
-10.635,-37.131,326.1,2.9,1.6,2020-01-13,1535,A,67,6.0NRT,297.8,62.4,D
-9.095,-35.391,328.5,2,1.4,2020-01-13,1535,A,69,6.0NRT,303.4,40.3,D
-8.745,-35.807,327.2,2.2,1.4,2020-01-13,1535,A,62,6.0NRT,302.7,38.9,D
-8.707,-36.015,324.1,2.3,1.5,2020-01-13,1535,A,53,6.0NRT,304.6,28.6,D
-8.694,-36.017,326.8,2.3,1.5,2020-01-13,1535,A,59,6.0NRT,305.4,34,D
-8.398,-36.996,323.6,2.7,1.6,2020-01-13,1535,A,45,6.0NRT,304.7,27.5,D
-7.625,-34.908,322.8,1.8,1.3,2020-01-13,1535,A,43,6.0NRT,298.3,21.5,D
-7.486,-35.561,326.4,2,1.4,2020-01-13,1535,A,63,6.0NRT,298.4,40,D
-7.618,-37.564,327.1,2.9,1.6,2020-01-13,1535,A,54,6.0NRT,307.8,47.1,D
-7.523,-37.428,329.2,2.8,1.6,2020-01-13,1535,A,71,6.0NRT,305.6,63.9,D
-7.412,-37.496,339.5,2.8,1.6,2020-01-13,1535,A,88,6.0NRT,301.4,139.5,D
-7.41,-37.503,333.3,2.8,1.6,2020-01-13,1535,A,83,6.0NRT,301.7,98.2,D
-7.047,-35.294,327.8,1.9,1.3,2020-01-13,1535,A,69,6.0NRT,293.9,44.1,D
-6.29,-38.322,324.9,3.1,1.7,2020-01-13,1535,A,73,6.0NRT,298.3,69.4,D
-6.294,-38.352,319.9,3.2,1.7,2020-01-13,1535,A,60,6.0NRT,298.8,47.2,D
-6.293,-38.327,328.1,3.1,1.7,2020-01-13,1535,A,78,6.0NRT,298.2,91.3,D
-6.104,-39.002,320.6,3.5,1.8,2020-01-13,1535,A,48,6.0NRT,294.5,55,D
-6.09,-38.979,318.1,3.5,1.8,2020-01-13,1535,A,56,6.0NRT,291.4,40.6,D
29.354,-82.469,309.7,1.8,1.3,2020-01-13,1550,T,64,6.0NRT,293.9,13.2,D
28.855,-82.507,310.8,1.8,1.3,2020-01-13,1550,T,65,6.0NRT,294.3,15.3,D
28.722,-81.99,317.5,1.7,1.3,2020-01-13,1550,T,74,6.0NRT,295,25.2,D
28.338,-81.176,306.7,1.5,1.2,2020-01-13,1550,T,45,6.0NRT,295.1,7.8,D
28.333,-82.5,313.5,1.8,1.3,2020-01-13,1550,T,69,6.0NRT,293.6,20.9,D
27.587,-81.323,309.7,1.5,1.2,2020-01-13,1550,T,60,6.0NRT,296.8,10.6,D
27.586,-81.308,310.9,1.5,1.2,2020-01-13,1550,T,63,6.0NRT,297.2,12.1,D
27.476,-81.526,310.3,1.5,1.2,2020-01-13,1550,T,61,6.0NRT,297,10.6,D
26.317,-81.676,307.5,1.5,1.2,2020-01-13,1550,T,64,6.0NRT,293.8,7.2,D
26.315,-81.661,311.7,1.5,1.2,2020-01-13,1550,T,71,6.0NRT,293.9,12.7,D
22.912,-80.934,307.7,1.2,1.1,2020-01-13,1555,T,26,6.0NRT,296.3,3,D
22.655,-81.16,314.6,1.2,1.1,2020-01-13,1555,T,68,6.0NRT,301.5,8.1,D
