latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
8.161,12.959,318.7,1.6,1.3,2020-01-13,0920,T,29,6.0NRT,307.2,10.5,D
8.159,12.973,323.4,1.6,1.3,2020-01-13,0920,T,65,6.0NRT,307.4,20.1,D
8.218,12.455,323.4,1.8,1.3,2020-01-13,0920,T,52,6.0NRT,311.4,16.6,D
8.203,12.565,326.6,1.7,1.3,2020-01-13,0920,T,69,6.0NRT,309.8,22.2,D
8.126,13.129,330,1.6,1.2,2020-01-13,0920,T,77,6.0NRT,310.1,26.2,D
7.685,16.263,324.7,1,1,2020-01-13,0920,T,69,6.0NRT,309.1,10.5,D
7.244,19.238,320.6,1.1,1,2020-01-13,0920,T,71,6.0NRT,303.2,13.2,D
7.242,19.247,314.9,1.1,1,2020-01-13,0920,T,59,6.0NRT,304.4,7.2,D
7.103,20.16,328.2,1.2,1.1,2020-01-13,0920,T,81,6.0NRT,303.5,26.3,D
7.102,20.17,313.8,1.2,1.1,2020-01-13,0920,T,36,6.0NRT,302.5,6.3,D
6.965,21.059,317.9,1.4,1.2,2020-01-13,0920,T,68,6.0NRT,304.1,12.9,D
6.948,21.171,317,1.4,1.2,2020-01-13,0920,T,55,6.0NRT,303.7,9.9,D
6.484,24.108,318.6,2.4,1.5,2020-01-13,0920,T,53,6.0NRT,303.9,31.7,D
6.327,25.087,312.3,2.9,1.6,2020-01-13,0920,T,31,6.0NRT,299.7,22.5,D
6.323,25.112,313,2.9,1.6,2020-01-13,0920,T,28,6.0NRT,301,26.2,D
7.676,16.262,341.3,1,1,2020-01-13,0920,T,88,6.0NRT,309.5,35.2,D
7.674,16.271,335.3,1,1,2020-01-13,0920,T,83,6.0NRT,309.6,25.2,D
7.556,17.084,340.9,1,1,2020-01-13,0920,T,89,6.0NRT,307.6,33.2,D
7.554,17.093,385.1,1,1,2020-01-13,0920,T,100,6.0NRT,314.7,164.7,D
7.553,17.102,321.1,1,1,2020-01-13,0920,T,63,6.0NRT,309.1,7.1,D
7.146,19.819,319.1,1.2,1.1,2020-01-13,0920,T,69,6.0NRT,303.6,12.4,D
7.073,20.289,318.9,1.2,1.1,2020-01-13,0920,T,64,6.0NRT,304,11.7,D
7.547,17.083,319.2,1,1,2020-01-13,0920,T,44,6.0NRT,307.8,5.3,D
7.545,17.092,337.4,1,1,2020-01-13,0920,T,86,6.0NRT,307.7,27.8,D
7.619,16.528,334.7,1,1,2020-01-13,0920,T,83,6.0NRT,309.3,23,D
7.617,16.537,321.6,1,1,2020-01-13,0920,T,55,6.0NRT,309.9,6.4,D
7.189,19.41,314.8,1.1,1.1,2020-01-13,0920,T,59,6.0NRT,303,7.3,D
7.187,19.42,323.5,1.1,1.1,2020-01-13,0920,T,75,6.0NRT,303.4,17,D
7.136,19.754,320.3,1.2,1.1,2020-01-13,0920,T,71,6.0NRT,304.6,14,D
6.857,21.541,322.2,1.5,1.2,2020-01-13,0920,T,76,6.0NRT,300.9,27.4,D
8.254,11.814,319.6,2,1.4,2020-01-13,0920,T,42,6.0NRT,306.7,20.6,D
7.513,17.188,328,1,1,2020-01-13,0920,T,76,6.0NRT,309.5,14.2,D
7.492,17.332,320.9,1,1,2020-01-13,0920,T,64,6.0NRT,308,8.2,D
6.706,22.417,309.8,1.8,1.3,2020-01-13,0920,T,41,6.0NRT,298.9,10.8,D
6.703,22.433,311.9,1.8,1.3,2020-01-13,0920,T,55,6.0NRT,299.4,14.6,D
7.643,16.228,320.2,1,1,2020-01-13,0920,T,45,6.0NRT,308.2,6.3,D
7.538,16.953,332.7,1,1,2020-01-13,0920,T,81,6.0NRT,309.5,20.2,D
7.083,19.97,314.6,1.2,1.1,2020-01-13,0920,T,59,6.0NRT,301.4,9,D
6.968,20.702,313.5,1.3,1.1,2020-01-13,0920,T,47,6.0NRT,301.2,9.3,D
6.947,20.833,316.2,1.3,1.1,2020-01-13,0920,T,60,6.0NRT,304.7,11.1,D
7.338,18.239,327.5,1,1,2020-01-13,0920,T,74,6.0NRT,307.5,16.4,D
7.081,19.963,313.7,1.2,1.1,2020-01-13,0920,T,58,6.0NRT,302.3,8,D
7.044,20.211,315.1,1.2,1.1,2020-01-13,0920,T,59,6.0NRT,302.7,9.2,D
6.951,20.827,314.5,1.3,1.1,2020-01-13,0920,T,43,6.0NRT,303.4,8.1,D
6.707,22.427,316.7,1.8,1.3,2020-01-13,0920,T,68,6.0NRT,299.2,23.4,D
6.288,25.126,312,2.9,1.6,2020-01-13,0920,T,46,6.0NRT,299.4,25.2,D
7.188,19.183,320.8,1.1,1,2020-01-13,0920,T,72,6.0NRT,303.5,13.6,D
7.034,20.209,328.9,1.2,1.1,2020-01-13,0920,T,82,6.0NRT,302.1,28.7,D
6.886,21.181,319.7,1.4,1.2,2020-01-13,0920,T,73,6.0NRT,304.9,15.7,D
7.673,15.839,322.3,1.1,1,2020-01-13,0920,T,63,6.0NRT,305.5,10.6,D
7.48,17.159,323.6,1,1,2020-01-13,0920,T,70,6.0NRT,309.3,10.4,D
6.409,24.09,314.8,2.4,1.5,2020-01-13,0920,T,28,6.0NRT,303.8,17.8,D
6.406,24.111,329.3,2.4,1.5,2020-01-13,0920,T,83,6.0NRT,303,73.5,D
7.594,16.253,328.5,1,1,2020-01-13,0920,T,76,6.0NRT,312,13.3,D
7.489,16.976,322.4,1,1,2020-01-13,0920,T,67,6.0NRT,307.1,9.9,D
7.487,16.985,342.5,1,1,2020-01-13,0920,T,90,6.0NRT,309.5,37.7,D
7.379,17.72,323.4,1,1,2020-01-13,0920,T,72,6.0NRT,306.2,12.4,D
6.996,20.26,323.4,1.2,1.1,2020-01-13,0920,T,76,6.0NRT,302.2,21,D
6.994,20.271,321.1,1.2,1.1,2020-01-13,0920,T,73,6.0NRT,302.1,17.8,D
6.908,20.832,320.5,1.3,1.1,2020-01-13,0920,T,73,6.0NRT,303.5,16.2,D
7.063,19.757,320.3,1.2,1.1,2020-01-13,0920,T,72,6.0NRT,302.9,14.4,D
8.044,12.892,327.4,1.6,1.3,2020-01-13,0920,T,74,6.0NRT,312.3,19.9,D
7.46,17.046,318.6,1,1,2020-01-13,0920,T,45,6.0NRT,307.8,5.1,D
6.439,23.655,325.3,2.2,1.4,2020-01-13,0920,T,67,6.0NRT,303.2,50.6,D
7.453,17.035,318.8,1,1,2020-01-13,0920,T,50,6.0NRT,308.2,5.7,D
7.387,17.484,326.1,1,1,2020-01-13,0920,T,75,6.0NRT,310.7,11.8,D
7.384,17.501,326,1,1,2020-01-13,0920,T,75,6.0NRT,309.8,11.1,D
7.345,17.761,318.9,1,1,2020-01-13,0920,T,63,6.0NRT,303.2,9.5,D
6.766,21.534,315.8,1.5,1.2,2020-01-13,0920,T,63,6.0NRT,300.8,13.4,D
6.764,21.547,313.6,1.5,1.2,2020-01-13,0920,T,47,6.0NRT,300.3,9.9,D
6.092,25.681,321.5,3.2,1.7,2020-01-13,0920,T,75,6.0NRT,301.1,75.9,D
5.985,26.32,316,3.7,1.8,2020-01-13,0920,T,66,6.0NRT,300.8,55.9,D
7.527,16.461,334.7,1,1,2020-01-13,0920,T,83,6.0NRT,310.8,23.8,D
7.526,16.471,322.6,1,1,2020-01-13,0920,T,61,6.0NRT,311.2,7.5,D
7.426,17.151,323.7,1,1,2020-01-13,0920,T,70,6.0NRT,306.4,11.3,D
6.821,21.119,318.5,1.4,1.2,2020-01-13,0920,T,44,6.0NRT,304.7,11.8,D
5.883,26.826,326.7,4,1.9,2020-01-13,0920,T,80,6.0NRT,299.9,136.2,D
5.82,27.194,323.9,4.3,1.9,2020-01-13,0920,T,77,6.0NRT,300.8,124.5,D
5.867,26.823,329.1,4,1.9,2020-01-13,0920,T,82,6.0NRT,299.4,159.1,D
7.432,16.981,320.3,1,1,2020-01-13,0920,T,18,6.0NRT,307.7,6.8,D
6.813,21.125,319.8,1.4,1.2,2020-01-13,0920,T,62,6.0NRT,302.9,16.7,D
7.469,16.671,326.7,1,1,2020-01-13,0920,T,62,6.0NRT,312.7,11.8,D
7.423,16.979,323.1,1,1,2020-01-13,0920,T,69,6.0NRT,307.1,10.5,D
7.422,16.988,317.9,1,1,2020-01-13,0920,T,36,6.0NRT,307.5,4.7,D
6.095,25.676,318.9,3.2,1.7,2020-01-13,0920,T,72,6.0NRT,301.2,61.2,D
7.444,16.779,331.6,1,1,2020-01-13,0920,T,81,6.0NRT,307.7,22.5,D
5.977,26.313,309.5,3.7,1.8,2020-01-13,0920,T,26,6.0NRT,298.7,21.5,D
6.803,20.984,316.3,1.4,1.2,2020-01-13,0920,T,44,6.0NRT,305.5,8.8,D
6.801,20.996,314.7,1.4,1.2,2020-01-13,0920,T,34,6.0NRT,304.7,6.1,D
5.878,26.819,338.9,4,1.9,2020-01-13,0920,T,89,6.0NRT,299.8,265,D
5.817,27.188,325.3,4.3,1.9,2020-01-13,0920,T,79,6.0NRT,300.2,138,D
7.89,13.517,321.8,1.5,1.2,2020-01-13,0920,T,63,6.0NRT,308.9,14.2,D
7.509,16.206,320.1,1,1,2020-01-13,0920,T,51,6.0NRT,308.9,5.9,D
7.489,16.28,324.1,1,1,2020-01-13,0920,T,69,6.0NRT,311.5,7.6,D
6.715,21.411,313.7,1.5,1.2,2020-01-13,0920,T,57,6.0NRT,302.3,9.7,D
6.477,22.922,313.1,1.9,1.4,2020-01-13,0920,T,61,6.0NRT,298,21.6,D
6.331,23.837,328.9,2.3,1.5,2020-01-13,0920,T,83,6.0NRT,303.6,62.6,D
7.694,14.774,326.9,1.2,1.1,2020-01-13,0920,T,73,6.0NRT,306.1,17.5,D
7.692,14.785,323.3,1.2,1.1,2020-01-13,0920,T,67,6.0NRT,305.7,12.7,D
6.737,21.203,319.6,1.4,1.2,2020-01-13,0920,T,54,6.0NRT,302.8,14.8,D
6.731,21.242,320.1,1.4,1.2,2020-01-13,0920,T,73,6.0NRT,302.7,16.8,D
6.325,23.794,337.9,2.3,1.5,2020-01-13,0920,T,89,6.0NRT,302.2,99.9,D
6.321,23.814,332,2.3,1.5,2020-01-13,0920,T,85,6.0NRT,304.1,71.1,D
7.687,14.751,322,1.2,1.1,2020-01-13,0920,T,61,6.0NRT,303.3,11.2,D
7.686,14.762,346,1.2,1.1,2020-01-13,0920,T,92,6.0NRT,306,56,D
7.684,14.773,329.6,1.2,1.1,2020-01-13,0920,T,76,6.0NRT,307.3,21.6,D
7.683,14.784,322.5,1.2,1.1,2020-01-13,0920,T,56,6.0NRT,306.7,11.1,D
6.826,20.562,321.9,1.3,1.1,2020-01-13,0920,T,75,6.0NRT,303.3,18.5,D
6.341,23.614,324.6,2.2,1.4,2020-01-13,0920,T,27,6.0NRT,302.2,44.4,D
6.337,23.633,333.3,2.2,1.4,2020-01-13,0920,T,80,6.0NRT,307.2,75.9,D
7.677,14.75,356,1.2,1.1,2020-01-13,0920,T,98,6.0NRT,307.2,85.1,D
6.806,20.63,360.5,1.3,1.1,2020-01-13,0920,T,100,6.0NRT,306.1,117.2,D
6.331,23.593,321.3,2.2,1.4,2020-01-13,0920,T,32,6.0NRT,301.3,37.7,D
6.328,23.612,346.4,2.2,1.4,2020-01-13,0920,T,94,6.0NRT,307.6,149.1,D
5.848,26.495,311.5,3.8,1.8,2020-01-13,0920,T,44,6.0NRT,299.2,32.2,D
7.669,14.737,328.5,1.2,1.1,2020-01-13,0920,T,64,6.0NRT,308,18.5,D
7.668,14.748,385.5,1.2,1.1,2020-01-13,0920,T,100,6.0NRT,311.6,218.6,D
6.286,23.788,326.8,2.3,1.5,2020-01-13,0920,T,81,6.0NRT,305,47.8,D
5.778,26.804,321.8,4,1.9,2020-01-13,0920,T,75,6.0NRT,298.1,98.8,D
7.667,14.741,366.9,1.2,1.1,2020-01-13,0920,T,100,6.0NRT,310.2,124,D
7.665,14.752,362.5,1.2,1.1,2020-01-13,0920,T,100,6.0NRT,310.3,107.1,D
6.339,23.627,334.2,2.2,1.4,2020-01-13,0920,T,75,6.0NRT,305.8,78.7,D
6.314,23.786,328.4,2.3,1.5,2020-01-13,0920,T,82,6.0NRT,304.3,52.6,D
6.311,23.806,328.2,2.3,1.5,2020-01-13,0920,T,82,6.0NRT,305.8,51.7,D
7.657,14.74,351.7,1.2,1.1,2020-01-13,0920,T,95,6.0NRT,308.8,70.3,D
7.655,14.751,363.5,1.2,1.1,2020-01-13,0920,T,100,6.0NRT,308.9,110.7,D
7.446,16.201,320.5,1,1,2020-01-13,0920,T,46,6.0NRT,309.2,5.7,D
6.787,20.62,330.3,1.3,1.1,2020-01-13,0920,T,76,6.0NRT,304.5,31.2,D
6.785,20.632,323.8,1.3,1.1,2020-01-13,0920,T,48,6.0NRT,302.6,19.7,D
6.712,21.115,314,1.4,1.2,2020-01-13,0920,T,62,6.0NRT,303.2,9.3,D
6.329,23.606,348.8,2.2,1.4,2020-01-13,0920,T,95,6.0NRT,306.3,164.9,D
6.301,23.784,321.1,2.3,1.5,2020-01-13,0920,T,75,6.0NRT,304.8,28.4,D
7.438,16.19,338.1,1,1,2020-01-13,0920,T,86,6.0NRT,309.8,28.4,D
7.436,16.199,343.5,1,1,2020-01-13,0920,T,90,6.0NRT,309.9,37.7,D
7.174,17.981,314.9,1,1,2020-01-13,0920,T,38,6.0NRT,304.7,5.5,D
6.728,20.94,319.8,1.4,1.2,2020-01-13,0920,T,72,6.0NRT,303.9,13.8,D
6.68,21.254,320.7,1.4,1.2,2020-01-13,0920,T,74,6.0NRT,303,18.5,D
6.678,21.266,348.5,1.4,1.2,2020-01-13,0920,T,95,6.0NRT,304.7,89.3,D
6.288,23.782,326.8,2.3,1.5,2020-01-13,0920,T,81,6.0NRT,304.3,49.7,D
5.857,26.49,312.2,3.8,1.8,2020-01-13,0920,T,51,6.0NRT,300.3,35.5,D
7.558,15.295,335.3,1.1,1.1,2020-01-13,0920,T,84,6.0NRT,306.9,31.8,D
7.42,16.187,327.4,1,1,2020-01-13,0920,T,75,6.0NRT,309.6,12.8,D
6.249,23.859,323,2.3,1.5,2020-01-13,0920,T,74,6.0NRT,304.2,43.2,D
5.773,26.796,315.3,4,1.9,2020-01-13,0920,T,64,6.0NRT,297.3,60.1,D
7.621,14.713,340.1,1.2,1.1,2020-01-13,0920,T,88,6.0NRT,309.5,41.7,D
7.619,14.724,355.1,1.2,1.1,2020-01-13,0920,T,97,6.0NRT,312,82.3,D
7.444,15.951,325.6,1.1,1,2020-01-13,0920,T,72,6.0NRT,307.5,12.6,D
7.41,16.186,325,1,1,2020-01-13,0920,T,69,6.0NRT,310.9,9.8,D
7.242,17.34,332.9,1,1,2020-01-13,0920,T,83,6.0NRT,306.4,24.4,D
6.255,23.735,316.4,2.3,1.5,2020-01-13,0920,T,54,6.0NRT,303.5,19.7,D
7.611,14.712,346.2,1.2,1.1,2020-01-13,0920,T,92,6.0NRT,307.3,57.1,D
7.609,14.723,398.7,1.2,1.1,2020-01-13,0920,T,100,6.0NRT,315.7,312.7,D
7.608,14.734,326.7,1.2,1.1,2020-01-13,0920,T,74,6.0NRT,308.1,17.6,D
6.082,24.723,314.2,2.7,1.6,2020-01-13,0920,T,29,6.0NRT,300.3,25,D
7.599,14.721,327.2,1.2,1.1,2020-01-13,0920,T,56,6.0NRT,307.1,18.2,D
7.598,14.732,328.8,1.2,1.1,2020-01-13,0920,T,68,6.0NRT,307.2,20.2,D
6.567,21.63,318.8,1.5,1.2,2020-01-13,0920,T,71,6.0NRT,302,19.4,D
7.588,14.731,340.8,1.2,1.1,2020-01-13,0920,T,88,6.0NRT,306.9,43.1,D
7.062,18.363,315.1,1,1,2020-01-13,0920,T,59,6.0NRT,303.6,6.4,D
6.066,24.646,314.2,2.7,1.6,2020-01-13,0920,T,17,6.0NRT,301.2,26.1,D
7.578,14.73,331.1,1.2,1.1,2020-01-13,0920,T,79,6.0NRT,306.8,24.4,D
7.362,16.265,320.6,1,1,2020-01-13,0920,T,53,6.0NRT,308.1,9.4,D
6.775,20.169,312.9,1.2,1.1,2020-01-13,0920,T,53,6.0NRT,301.9,7.1,D
7.576,14.734,326.3,1.2,1.1,2020-01-13,0920,T,74,6.0NRT,307.2,18.4,D
6.219,23.807,314.2,2.3,1.5,2020-01-13,0920,T,59,6.0NRT,301.9,20.9,D
7.591,14.557,320.5,1.2,1.1,2020-01-13,0920,T,30,6.0NRT,308.1,8.8,D
7.529,14.99,328.7,1.2,1.1,2020-01-13,0920,T,77,6.0NRT,305.4,22.5,D
7.168,17.461,316.4,1,1,2020-01-13,0920,T,44,6.0NRT,305.8,4.9,D
7.131,17.711,321.2,1,1,2020-01-13,0920,T,70,6.0NRT,305.3,11.9,D
7.581,14.556,323.5,1.2,1.1,2020-01-13,0920,T,69,6.0NRT,309.2,13.1,D
6.656,20.812,317.3,1.3,1.2,2020-01-13,0920,T,68,6.0NRT,305.7,10.5,D
6.575,21.337,314.4,1.5,1.2,2020-01-13,0920,T,62,6.0NRT,302.9,11.9,D
6.057,24.664,318.9,2.7,1.6,2020-01-13,0920,T,53,6.0NRT,302.7,42,D
5.921,25.519,311.3,3.2,1.7,2020-01-13,0920,T,55,6.0NRT,299.8,29,D
7.511,14.836,318.5,1.2,1.1,2020-01-13,0920,T,20,6.0NRT,306.5,7.9,D
6.674,20.491,324.3,1.3,1.1,2020-01-13,0920,T,77,6.0NRT,304,23.2,D
6.414,22.159,313.9,1.7,1.3,2020-01-13,0920,T,60,6.0NRT,300.7,16.3,D
6.411,22.174,321.9,1.7,1.3,2020-01-13,0920,T,75,6.0NRT,302,32.5,D
7.99,11.232,320.5,2.2,1.4,2020-01-13,0920,T,63,6.0NRT,306.4,25.1,D
7.706,13.359,326,1.5,1.2,2020-01-13,0920,T,74,6.0NRT,304.4,27.7,D
7.503,14.824,327,1.2,1.1,2020-01-13,0920,T,75,6.0NRT,305.3,18.8,D
7.502,14.835,342.7,1.2,1.1,2020-01-13,0920,T,90,6.0NRT,307.8,48.4,D
7.5,14.845,327.4,1.2,1.1,2020-01-13,0920,T,76,6.0NRT,306.6,18.8,D
6.633,20.687,319.4,1.3,1.1,2020-01-13,0920,T,56,6.0NRT,305.4,11.4,D
6.631,20.699,341.4,1.3,1.1,2020-01-13,0920,T,91,6.0NRT,306.4,54.6,D
7.492,14.833,343.3,1.2,1.1,2020-01-13,0920,T,90,6.0NRT,307.2,50.5,D
7.49,14.844,323.7,1.2,1.1,2020-01-13,0920,T,70,6.0NRT,307,13.6,D
6.621,20.697,321.4,1.3,1.1,2020-01-13,0920,T,74,6.0NRT,306.2,14.7,D
7.71,13.165,318.2,1.5,1.2,2020-01-13,0920,T,52,6.0NRT,306.5,11.6,D
7.311,16.042,318.3,1.1,1,2020-01-13,0920,T,53,6.0NRT,306.4,6.8,D
7.291,16.182,318.9,1,1,2020-01-13,0920,T,56,6.0NRT,307,6.8,D
7.287,16.21,318.6,1,1,2020-01-13,0920,T,56,6.0NRT,306.4,7,D
6.998,18.115,314.5,1,1,2020-01-13,0920,T,54,6.0NRT,304.2,5.4,D
5.939,24.769,337.7,2.8,1.6,2020-01-13,0920,T,89,6.0NRT,301.4,136,D
6.995,18.071,321.4,1,1,2020-01-13,0920,T,72,6.0NRT,305.3,12.1,D
6.993,18.08,319.9,1,1,2020-01-13,0920,T,70,6.0NRT,304.4,10.5,D
7.194,16.66,318.7,1,1,2020-01-13,0920,T,52,6.0NRT,306.5,7.7,D
7.149,16.967,324.4,1,1,2020-01-13,0920,T,47,6.0NRT,311,9.8,D
6.433,21.739,312.6,1.6,1.2,2020-01-13,0920,T,56,6.0NRT,301.3,11.3,D
7.141,16.957,328.1,1,1,2020-01-13,0920,T,78,6.0NRT,311.4,13.6,D
7.14,16.966,324.7,1,1,2020-01-13,0920,T,64,6.0NRT,311.4,10.3,D
6.299,22.534,314.5,1.8,1.3,2020-01-13,0920,T,63,6.0NRT,298.5,22,D
5.95,24.764,319.3,2.8,1.6,2020-01-13,0920,T,73,6.0NRT,301.8,36.4,D
6.938,18.267,313.3,1,1,2020-01-13,0920,T,52,6.0NRT,302.3,6.3,D
6.147,23.426,329.3,2.1,1.4,2020-01-13,0920,T,83,6.0NRT,302.3,66.3,D
5.936,24.762,328,2.8,1.6,2020-01-13,0920,T,82,6.0NRT,300.9,74.2,D
6.495,21.122,316.5,1.4,1.2,2020-01-13,0920,T,66,6.0NRT,303.9,11.9,D
6.135,23.424,315.3,2.1,1.4,2020-01-13,0920,T,16,6.0NRT,302.7,20.9,D
5.771,25.694,309.4,3.3,1.7,2020-01-13,0920,T,51,6.0NRT,298.1,25.6,D
6.65,20.048,317.1,1.2,1.1,2020-01-13,0920,T,66,6.0NRT,302.6,12,D
6.594,20.414,316.6,1.3,1.1,2020-01-13,0920,T,42,6.0NRT,306.4,10.2,D
6.592,20.425,317.3,1.3,1.1,2020-01-13,0920,T,53,6.0NRT,304.8,10.7,D
6.536,20.787,326.1,1.3,1.2,2020-01-13,0920,T,79,6.0NRT,305.1,23.3,D
6.128,23.384,327.3,2.1,1.4,2020-01-13,0920,T,81,6.0NRT,303.7,53.9,D
6.125,23.403,322.5,2.1,1.4,2020-01-13,0920,T,77,6.0NRT,303,39.4,D
5.911,24.734,314.7,2.8,1.6,2020-01-13,0920,T,41,6.0NRT,301,22.7,D
5.907,24.758,314.5,2.8,1.6,2020-01-13,0920,T,35,6.0NRT,300.3,19.5,D
6.648,19.993,316.9,1.2,1.1,2020-01-13,0920,T,66,6.0NRT,301.8,12.5,D
6.647,20.004,315.6,1.2,1.1,2020-01-13,0920,T,63,6.0NRT,301.5,10.9,D
7.373,15.026,316.1,1.2,1.1,2020-01-13,0920,T,44,6.0NRT,305.4,6.7,D
6.822,18.791,317.2,1.1,1,2020-01-13,0920,T,67,6.0NRT,302.2,10.1,D
6.673,19.77,327.6,1.2,1.1,2020-01-13,0920,T,80,6.0NRT,311.3,19.5,D
6.981,17.674,315.2,1,1,2020-01-13,0920,T,56,6.0NRT,304.8,5.8,D
7.407,14.638,350.5,1.2,1.1,2020-01-13,0920,T,95,6.0NRT,307.5,71.9,D
6.99,17.547,320.8,1,1,2020-01-13,0920,T,70,6.0NRT,307.7,7.1,D
6.989,17.556,347.7,1,1,2020-01-13,0920,T,94,6.0NRT,310.5,46.4,D
6.671,19.653,321.5,1.2,1.1,2020-01-13,0920,T,66,6.0NRT,309.1,10.4,D
6.669,19.663,351.4,1.2,1.1,2020-01-13,0920,T,96,6.0NRT,310.6,67.7,D
7.406,14.632,337.5,1.2,1.1,2020-01-13,0920,T,87,6.0NRT,307.6,39.3,D
7.405,14.643,331.1,1.2,1.1,2020-01-13,0920,T,81,6.0NRT,306.9,26.3,D
6.803,18.676,312.3,1.1,1,2020-01-13,0920,T,46,6.0NRT,301.5,5.3,D
7.305,15.2,320.2,1.1,1.1,2020-01-13,0920,T,46,6.0NRT,309.1,8.2,D
7.051,16.947,331.2,1,1,2020-01-13,0920,T,82,6.0NRT,307.2,22,D
6.84,18.369,313.5,1,1,2020-01-13,0920,T,56,6.0NRT,302.5,6.3,D
7.438,14.199,317.4,1.3,1.1,2020-01-13,0920,T,46,6.0NRT,307,9.5,D
7.156,16.16,317,1,1,2020-01-13,0920,T,56,6.0NRT,306,6.6,D
6.465,20.783,320.7,1.4,1.2,2020-01-13,0920,T,73,6.0NRT,306.8,11.9,D
6.622,19.692,337.2,1.2,1.1,2020-01-13,0920,T,88,6.0NRT,306.9,38.3,D
6.62,19.703,338.2,1.2,1.1,2020-01-13,0920,T,89,6.0NRT,305.8,40.7,D
7.097,16.444,339.2,1,1,2020-01-13,0920,T,88,6.0NRT,311.4,31.8,D
7.095,16.453,342,1,1,2020-01-13,0920,T,90,6.0NRT,309.3,37.2,D
7.112,16.277,326.8,1,1,2020-01-13,0920,T,77,6.0NRT,310.6,15.5,D
7.028,16.852,320,1,1,2020-01-13,0920,T,67,6.0NRT,305.9,9.1,D
7.012,16.959,314.9,1,1,2020-01-13,0920,T,24,6.0NRT,303.9,4.2,D
6.547,20.049,316.1,1.2,1.1,2020-01-13,0920,T,65,6.0NRT,301,10.9,D
5.459,26.837,310.8,4.1,1.9,2020-01-13,0920,T,58,6.0NRT,296.3,47.3,D
6.785,18.426,313.4,1,1,2020-01-13,0920,T,56,6.0NRT,301.9,5.8,D
5.448,26.799,312.9,4.1,1.9,2020-01-13,0920,T,63,6.0NRT,296.5,58.9,D
5.442,26.835,327.7,4.1,1.9,2020-01-13,0920,T,82,6.0NRT,296.2,172,D
6.469,20.424,332.2,1.3,1.1,2020-01-13,0920,T,84,6.0NRT,302.6,36.9,D
7.086,16.264,322.2,1,1,2020-01-13,0920,T,70,6.0NRT,307.3,10.2,D
7.077,16.266,319.5,1,1,2020-01-13,0920,T,66,6.0NRT,308.5,7.3,D
5.454,26.83,328.6,4.1,1.9,2020-01-13,0920,T,83,6.0NRT,296.8,179.8,D
5.438,26.827,315.4,4.1,1.9,2020-01-13,0920,T,69,6.0NRT,296.1,78.7,D
6.888,17.301,318.7,1,1,2020-01-13,0920,T,63,6.0NRT,307.3,6.9,D
6.379,20.678,322.3,1.3,1.1,2020-01-13,0920,T,75,6.0NRT,305,19.2,D
5.621,25.395,311.4,3.1,1.7,2020-01-13,0920,T,55,6.0NRT,299.9,27.4,D
6.894,17.137,321,1,1,2020-01-13,0920,T,70,6.0NRT,304.5,10.3,D
6.893,17.146,322.5,1,1,2020-01-13,0920,T,73,6.0NRT,305.4,11.7,D
7.401,13.501,321.5,1.4,1.2,2020-01-13,0920,T,68,6.0NRT,307.2,14.9,D
6.155,21.903,326.2,1.6,1.3,2020-01-13,0920,T,80,6.0NRT,300.7,37.2,D
6.153,21.918,319.9,1.6,1.3,2020-01-13,0920,T,72,6.0NRT,301.7,23.7,D
6.063,22.404,311.5,1.8,1.3,2020-01-13,0920,T,21,6.0NRT,301.4,10.6,D
6.391,20.267,323.3,1.3,1.1,2020-01-13,0920,T,65,6.0NRT,307.2,17,D
6.391,20.261,323.5,1.3,1.1,2020-01-13,0920,T,70,6.0NRT,306.7,16.7,D
6.529,19.212,328,1.1,1,2020-01-13,0920,T,81,6.0NRT,301.7,24.3,D
7.38,13.304,317.7,1.5,1.2,2020-01-13,0920,T,59,6.0NRT,306.2,10.2,D
6.52,19.21,316.6,1.1,1,2020-01-13,0920,T,66,6.0NRT,302.1,11.5,D
5.655,24.526,322.3,2.7,1.6,2020-01-13,0920,T,77,6.0NRT,299.7,58.9,D
5.358,26.346,309.7,3.8,1.8,2020-01-13,0920,T,55,6.0NRT,297.2,36,D
5.848,23.246,313.1,2.1,1.4,2020-01-13,0920,T,57,6.0NRT,302,18.9,D
5.575,24.84,333.5,2.8,1.6,2020-01-13,0920,T,86,6.0NRT,301.3,112.1,D
5.571,24.865,332.7,2.9,1.6,2020-01-13,0920,T,86,6.0NRT,302.3,108.7,D
6.291,20.315,323.3,1.3,1.1,2020-01-13,0920,T,76,6.0NRT,307,16.2,D
6.409,19.526,313.7,1.1,1.1,2020-01-13,0920,T,59,6.0NRT,302.1,8.2,D
6.408,19.536,311.8,1.1,1.1,2020-01-13,0920,T,51,6.0NRT,300.7,6.2,D
6.372,19.775,320.2,1.2,1.1,2020-01-13,0920,T,72,6.0NRT,305.1,14.4,D
6.364,19.828,316.5,1.2,1.1,2020-01-13,0920,T,63,6.0NRT,306.2,10.1,D
6.29,20.32,322,1.3,1.1,2020-01-13,0920,T,67,6.0NRT,307.2,14.7,D
5.651,24.519,320,2.7,1.6,2020-01-13,0920,T,63,6.0NRT,299.5,48.6,D
6.314,20.029,311.5,1.2,1.1,2020-01-13,0920,T,48,6.0NRT,300.6,6.8,D
6.281,20.25,333,1.3,1.1,2020-01-13,0920,T,85,6.0NRT,304.4,33.9,D
